"Code","Stock","Prv Close","High","Low","Last","Vol","Status","P/E","EPS*","MACD (26, 12)","Vol MA (20)","DY*","Y-Low","Y-High","RSI (14)","Open","Sector","Chg","B%"
="0198","GDB","0.380","0.380","0.370","0.375","514280","Active","7.10","5.67","","15164190","2.67%","0.265","0.515","42%","0.375","103","-0.005","97"
="0198WA","GDB-WA","0.005","-","-","","0","Active","","","-0.003","179865","","0.005","0.080","33%","","103","","-"
="0078","GDEX","0.130","0.130","0.125","0.130","8420","Active","","-0.03","","1142945","1.54%","0.085","0.200","55%","0.130","164","-","26"
="0078WC","GDEX-WC","0.010","0.010","0.010","0.010","1000","Active","","","","23010","","0.010","0.045","50%","0.010","164","-","-"
="5343","GENERGY","0.650","0.650","0.640","0.645","2339","Active","12.25","5.82","-0.009","600245","3.10%","0.605","0.980","55%","0.650","161","-0.005","27"
="0104","GENETEC","0.190","0.190","0.165","0.170","88011","Active","","-4.30","-0.019","4525975","","0.180","1.300","18%","0.185","105","-0.020","32"
="0104CN","GENETEC-CN","0.005","-","-","","0","Active","","","-0.017","189105","","0.010","0.135","22%","","305","","-"
="0104CO","GENETEC-CO","0.005","-","-","","0","Active","","","-0.007","1702525","","0.005","0.065","36%","","305","","-"
="0104CP","GENETEC-CP","0.005","-","-","","0","Active","","","-0.007","423890","","0.005","0.065","25%","","305","","-"
="4715","GENM","2.040","2.050","2.010","2.010","30811","Active","17.79","13.32","0.004","3102870","3.48%","1.460","2.390","55%","2.040","101","-0.030","36"
="47153N","GENM-C3N","-","-","-","","0","Delisted","","","-0.021","644800","","0.015","0.140","19%","","301","","-"
="47153O","GENM-C3O","0.055","-","-","","0","Active","","","-0.011","1657265","","0.055","0.160","30%","","301","","-"
="47153Q","GENM-C3Q","0.055","0.055","0.050","0.050","2849","Active","","","-0.002","1402790","","0.045","0.155","58%","0.055","301","-0.005","63"
="47153R","GENM-C3R","0.015","-","-","","0","Active","","","","-","","0.015","0.045","0%","","301","","-"
="47153S","GENM-C3S","0.040","-","-","","0","Active","","","","-","","0.040","0.045","0%","","301","","-"
="47153T","GENM-C3T","0.095","0.070","0.070","0.070","980","Active","","","","-","","0.080","0.140","0%","0.070","301","-0.025","78"
="47153U","GENM-C3U","0.080","0.075","0.075","0.075","4560","Active","","","","-","","0.070","0.085","0%","0.075","301","-0.005","-"
="2291","GENP","5.100","5.150","5.110","5.150","506","Active","12.54","39.51","0.010","381690","5.44%","4.750","5.730","43%","5.120","125","+0.050","67"
="3182","GENTING","2.760","2.770","2.660","2.670","111077","Active","10.11","-0.30","-0.023","3737405","1.87%","2.760","3.590","39%","2.770","101","-0.090","39"
="31823V","GENTINGC3V","-","-","-","","0","Delisted","","","-0.014","350400","","0.005","0.135","33%","","301","","-"
="31823W","GENTINGC3W","0.030","-","-","","0","Active","","","-0.007","721205","","0.020","0.135","45%","","301","","-"
="31823Z","GENTINGC3Z","0.015","-","-","","0","Active","","","-0.016","824805","","0.015","0.145","20%","","301","","-"
="31824A","GENTINGC4A","0.005","-","-","","0","Active","","","-0.010","787085","","0.005","0.080","15%","","301","","-"
="31824B","GENTINGC4B","0.035","0.030","0.020","0.025","25050","Active","","","-0.007","1439165","","0.035","0.250","42%","0.030","301","-0.010","68"
="31824C","GENTINGC4C","0.005","-","-","","0","Active","","","-0.006","668675","","0.005","0.175","33%","","301","","-"
="31824D","GENTINGC4D","0.005","-","-","","0","Active","","","-0.006","533945","","0.005","0.055","100%","","301","","-"
="31824E","GENTINGC4E","0.030","-","-","","0","Active","","","-0.017","377300","","0.030","0.110","24%","","301","","-"
="31824F","GENTINGC4F","0.050","0.045","0.045","0.045","200","Active","","","","-","","0.050","0.080","0%","0.045","301","-0.005","100"
="31824G","GENTINGC4G","0.060","-","-","","0","Active","","","","-","","0.060","0.060","0%","","301","","-"
="31824H","GENTINGC4H","0.055","0.055","0.045","0.045","12000","Active","","","","-","","0.055","0.095","0%","0.055","301","-0.010","100"
="31824I","GENTINGC4I","0.035","0.045","0.025","0.030","44862","Active","","","","-","","0.035","0.075","0%","0.035","301","-0.005","47"
="5345","GEOHAN","0.340","0.335","0.310","0.315","2707","Active","9.67","3.26","-0.022","164680","","0.320","0.550","31%","0.335","103","-0.025","55"
="7197","GESHEN","1.580","1.610","1.560","1.610","40","Active","20.24","6.51","-0.008","375250","","1.340","4.680","45%","1.560","102","+0.030","-"
="0039","GFM","0.160","0.160","0.155","0.160","6322","Active","7.89","1.99","-0.002","631540","","0.155","0.230","37%","0.160","102","-","53"
="0039WD","GFM-WD","0.035","0.035","0.030","0.035","279","Active","","","","234155","","0.030","0.080","50%","0.030","102","-","-"
="0387","GHS","0.205","0.210","0.205","0.205","2705","Active","","","","741480","","0.200","0.245","40%","0.205","401","-","3"
="7192","GIIB","0.070","0.070","0.065","0.070","13983","Active","","-2.09","","1208770","","0.050","0.090","33%","0.070","102","-","59"
="7192WA","GIIB-WA","0.005","-","-","","0","Active","","","","456670","","0.005","0.015","33%","","102","","-"
="3204","GKENT","0.300","0.310","0.295","0.300","2097","Active","39.08","0.90","-0.003","119385","5.00%","0.300","0.400","31%","0.310","103","-","10"
="7382","GLBHD","0.285","0.270","0.270","0.270","20","Active","","-4.47","0.007","24355","","0.200","0.340","46%","0.270","125","-0.015","50"
="070910","GLDHK-C10","0.590","0.575","0.540","0.540","64100","Active","","","","-","","0.480","0.600","0%","0.575","358","-0.050","56"
="0709C7","GLDHK-C7","0.540","0.530","0.520","0.520","20000","Active","","","0.043","3925990","","0.200","0.600","58%","0.530","358","-0.020","70"
="0709C8","GLDHK-C8","1.360","-","-","","0","Active","","","0.076","2421000","","0.160","0.855","82%","","358","","-"
="0709C9","GLDHK-C9","0.925","0.920","0.845","0.845","776","Active","","","0.108","684365","","0.275","1.080","76%","0.920","358","-0.080","23"
="0709H3","GLDHK-H3","0.025","-","-","","0","Active","","","","1466230","","0.025","0.105","23%","","358","","-"
="0709H4","GLDHK-H4","0.045","-","-","","0","Active","","","","-","","0.045","0.150","33%","","358","","-"
="0709H5","GLDHK-H5","0.310","0.340","0.320","0.340","40000","Active","","","","-","","0.310","0.375","0%","0.320","358","+0.030","60"
="5020","GLOMAC","0.370","0.370","0.365","0.370","949","Active","19.46","2.03","0.007","126135","6.08%","0.300","0.380","73%","0.365","120","-","22"
="5220","GLOTEC","0.880","0.895","0.860","0.895","8559","Active","27.62","3.51","0.035","1770845","0.78%","0.425","1.230","46%","0.885","102","+0.015","37"
="0284","GLXT","0.215","0.215","0.200","0.200","16270","Active","12.07","1.69","-0.001","510275","3.75%","0.170","0.260","20%","0.215","402","-0.015","22"
="9962","GMUTUAL","0.255","0.265","0.255","0.255","1696","Active","2.48","10.28","-0.009","75360","3.92%","0.225","0.345","38%","0.265","120","-","19"
="1147","GOB","0.100","0.100","0.100","0.100","1400","Active","16.79","0.35","-0.002","94775","","0.100","0.155","37%","0.100","120","-","-"
="0074","GOCEAN","0.080","0.080","0.075","0.080","2820","Active","","-1.01","","1076990","","0.070","0.280","37%","0.075","401","-","-"
="0311","GOHUB","0.815","0.815","0.780","0.800","1767","Active","66.98","1.31","0.054","720560","","0.450","1.020","53%","0.815","405","-0.015","82"
="03028","GOINNO","0.030","-","-","","0","Suspended","","","","-","","0.030","0.030","0%","","702","","-"
="0828EA","GOLDETF","6.580","6.510","6.430","6.490","3123","Active","5.62","1.24","0.114","252210","","3.950","6.700","89%","6.510","654","-0.090","57"
="2135","GOPENG","0.825","0.950","0.825","0.900","259","Active","","-1.95","0.021","30665","","0.590","0.880","68%","0.825","125","+0.075","52"
="0082","GPACKET","0.035","0.040","0.035","0.035","13403","Active","","-0.67","","749100","","0.020","0.055","43%","0.040","163","-","-"
="5649","GPHAROS","0.230","-","-","","0","Active","44.97","0.52","-0.004","173760","","0.160","0.345","48%","","102","","-"
="03029","GPP","0.280","-","-","","0","Active","","","","-","","","","0%","","702","","-"
="0208","GREATEC","1.990","2.010","1.910","1.980","64676","Active","57.30","3.46","0.085","6414235","","1.100","2.360","69%","1.990","105","-0.010","53"
="020820","GREATEC-C20","-","-","-","","0","Delisted","","","-0.017","590850","","0.015","0.175","22%","","305","","-"
="020822","GREATEC-C22","0.075","0.080","0.075","0.075","59354","Active","","","-0.002","2199440","","0.040","0.220","64%","0.080","305","-","60"
="020823","GREATEC-C23","0.120","0.130","0.100","0.115","38362","Active","","","0.015","2999280","","0.030","0.335","63%","0.125","305","-0.005","51"
="020824","GREATEC-C24","0.065","0.055","0.045","0.050","650","Active","","","0.002","350260","","0.020","0.150","67%","0.055","305","-0.015","71"
="020825","GREATEC-C25","0.030","-","-","","0","Active","","","-0.023","305320","","0.010","0.155","34%","","305","","-"
="020826","GREATEC-C26","0.055","0.055","0.045","0.055","59470","Active","","","0.005","2573355","","0.015","0.145","69%","0.050","305","-","60"
="020827","GREATEC-C27","0.020","0.025","0.020","0.025","5","Active","","","-0.016","2357325","","0.015","0.085","31%","0.020","305","+0.005","100"
="020828","GREATEC-C28","0.020","0.020","0.020","0.020","2500","Active","","","-0.013","315550","","0.015","0.095","30%","0.020","305","-","40"
="020829","GREATEC-C29","0.055","0.055","0.050","0.055","36326","Active","","","","2157795","","0.030","0.080","62%","0.055","305","-","74"
="020830","GREATEC-C30","0.105","0.110","0.100","0.105","120","Active","","","","627710","","0.070","0.140","61%","0.110","305","-","50"
